numero,cultivar,especie,condicion_genetica,nombre_cientifico,grupo,inscripcion_rnc,inscripcion_rnpc,validez_rnpc,pais,caracteristicas,evento_transgenico,evento_transgenico_caracteristica,solicitante_rnc,representante_rnc,solicitante_rnpc,representante_rnpc
19642,DON TOMASO INTA,CENTENO,,Secale cereale L.,CE,2021-04-05,2021-04-05,2041-04-05,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA
19643,ELENA INTA,AVENA BLANCA,VARIEDAD,Avena sativa L.,CE,2021-08-02,2021-08-02,2041-08-02,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA
19644,SOFIA INTA,AVENA BLANCA,VARIEDAD,Avena sativa L.,CE,2021-04-08,2021-04-08,2041-04-08,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA
19645,P2021PWU,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,ARG,TR,MON-89Ø34-3 x DAS-Ø15Ø7-1 x MON-ØØ6Ø3-6 x SYN-IR162-4 y acumulados intermedios,Resistencia a Lepidópteros y tolerancia a glufosinato de amonio y a glifosato,PIONEER ARGENTINA S.R.L.,ENRIQUE KREFF,,
19646,NUOLA 280 CL,COLZA-CANOLA,HIBRIDO,Brassica napus L.,OL,2020-06-22,,,AUS,CL,,,NUSEED S.A,ALEJANDRO FEDERICO CORELLO,,
19647,80466,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19648,KAHLO,SANDIA,HIBRIDO,Citrullus lanatus (Thumb.) Matsum. et Nakai,HT,2020-09-01,,,NET,,,,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19649,80472,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19650,NTO2.5 CPDM,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-06-29,,,ARG,AO - CL,,,DOW AGROSCIENCES ARGENTINA SRL,MARIA CECILIA ROCA,,
19651,ADV2701ULTRA,SORGO,FORRAJERO,Sorghum spp,FO,2020-06-18,,,ARG,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE,,
19653,LAF 01.20 BT,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,2020-06-18,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,LA ARAUCARIA AGROGANADERA SRL,"DROVETTA, JULIAN",,
19654,CACHO 79.20 BT,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-06-18,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,LA ARAUCARIA AGROGANADERA SRL,"DROVETTA, JULIAN",,
19655,QUIMARSEM-593,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-11-30,,,ARG,,,,QUIMARSEM S.A,"MARCHIONNI, ALBERTO LUJAN",,
19657,80474,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19658,G-9-32 MBT CL,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-10-13,,,ARG,CL - MO,,,MAMBORETA S.A.,DIEGO MARTIN ALBERT ZANINI,,
19659,90639,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19660,90640,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19661,90645,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19662,ZT 75L50,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-06-29,,,ARG,,,,ZETA SEMILLAS SRL,ZAPIOLA SANTIAGO,,
19663,ZT 74H70 CL,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-06-29,,,ARG,AO - CL,,,ZETA SEMILLAS SRL,ZAPIOLA SANTIAGO,,
19664,ROGELIA,REMOLACHA,HIBRIDA,Beta vulgaris L.,HT,2020-09-28,,,ARG,,,,SEMILLAS DE ORO S.A.,GIAMPORTONE JORGE DANIEL,,
19665,90646,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19666,SVNV3155,CEBOLLA,HIBRIDO,Allium cepa L.,HT,2020-06-18,,,UN3,,,,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19667,AC1536,KIWI,,Actinidia chinensis Planch.,FR,,2022-04-05,2042-04-05,ITA,,,,,,ALMA MATER STUDIORUM - UNIVERSITÀ DI BOLOGNA / UNIVERSITÁ DEGLI STUDI DI UDIN,CLARKE MODET Y COMPAÑIA ARGENTINA S A  / CLARKE MODET Y COMPAÑIA ARGENTINA S A 
19669,DUTCHESS,QUINOA,,Chenopodium quinoa Willd,CI,,2021-10-26,2041-10-26,NET,,,,,,STICHTING WAGENINGEN RESEARCH – WAGENINGEN PLANT RESEARCH,CLARKE MODET Y COMPAÑIA ARGENTINA S A 
19670,X4334,GIRASOL CONFITURA,HIBRIDO,Helianthus annuus L.,OL,2020-09-30,,,UN3,CL,,,NUSEED S.A,ALEJANDRO FEDERICO CORELLO,,
19672,GIGANTE DEGLI ORTOLANI,ESCAROLA,,Cichorium endivia L.,HT,2021-02-22,,,ITA,,,,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
19673,ZAFRA (HM5907),TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-11-19,,,UN3,,,,HM.CLAUSE ARGENTINA S.A.,BASCUÑAN JULIO,,
19674,NK 52X21 STS,SOJA,,Glycine max (L.) Merrill,OL,2020-07-07,2020-12-09,2040-12-09,ARG,TR - V,MON-Ø4Ø32-6,Tolerancia a Glifosato,SYNGENTA AGRO S.A.,"NOE, GRISELDA",SYNGENTA CROP PROTECTION AG,NOE GRISELDA NATALIA 
19675,NS 3821 STS,SOJA,,Glycine max (L.) Merrill,OL,2020-07-07,2020-12-09,2040-12-09,ARG,III - TR,MON-Ø4Ø32-6,Tolerancia a Glifosato,SYNGENTA AGRO S.A.,"NOE, GRISELDA",SYNGENTA CROP PROTECTION AG,NOE GRISELDA NATALIA 
19677,NS 5421 STS,SOJA,,Glycine max (L.) Merrill,OL,2020-07-07,2020-12-09,2040-12-09,ARG,TR - V,MON-Ø4Ø32-6,Tolerancia a Glifosato,SYNGENTA AGRO S.A.,"NOE, GRISELDA",SYNGENTA CROP PROTECTION AG,NOE GRISELDA NATALIA 
19679,NS 4621 IPRO STS,SOJA,,Glycine max (L.) Merrill,OL,2020-07-07,2020-12-09,2040-12-09,ARG,IV - TR,MON-877Ø1-2 x MON-89788-1,Resistencia a Lepidópteros y Tolerancia a Glifosato ,SYNGENTA AGRO S.A.,"NOE, GRISELDA",SYNGENTA CROP PROTECTION AG,NOE GRISELDA NATALIA 
19681,HS TRONIX BTRR,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-06-22,,,ARG,TR,MON-ØØ6Ø3-6 x MON-ØØ81Ø-6,Tolerancia a Glifosato y Resistencia a Lepidópteros ,"BROGLIA, NAZARENO JAVIER",JAVIER NAZARENO BROGLIA,,
19682,HIROKI,REPOLLO,HIBRIDO,Brassica oleracea L. var. capitata L.,HT,2020-09-28,,,BRA,,,,CHEMICAL SUD S.A.,GIAMPORTONE JORGE DANIEL,,
19684,SYN505 VIP3,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,BRA,TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19685,BAS 8258,CALABAZA,HIBRIDO,Cucurbita moschata Duch.,HT,2020-11-26,,,ARG,,,,SEMILLAS BASSO S.A.C.I.A.I.F.,BASSO LORENA,,
19686,3040VIP3,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,BRA,TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19687,BAS 7725,CALABAZA,HIBRIDO,Cucurbita moschata Duch.,HT,2020-11-26,,,ARG,,,,SEMILLAS BASSO S.A.C.I.A.I.F.,BASSO LORENA,,
19688,BEYAZ,COLIFLOR,HIBRIDO,Brassica oleracea L. convar.botrytis  (L,HT,2020-09-28,,,BRA,,,,CHEMICAL SUD S.A.,GIAMPORTONE JORGE DANIEL,,
19690,P2021PWUE,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,ARG,TR,MON-89Ø34-3 x DAS-Ø15Ø7-1 x MON-ØØ6Ø3-6 x SYN-IR162-4 x DAS4Ø278-9 y acumulados intermedios,"Tolerancia a herbicidas formulados en base a productos de la familia de ariloxifenoxi y al 2,4-D, glufosinato de amonio y glifosato, y resistencia a Lepidópteros.",PIONEER ARGENTINA S.R.L.,ENRIQUE KREFF,,
19692,NXM 1122PWUE,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-25,,,ARG,TR,MON-89Ø34-3 x DAS-Ø15Ø7-1 x MON-ØØ6Ø3-6 x SYN-IR162-4 x DAS4Ø278-9 y acumulados intermedios,"Tolerancia a herbicidas formulados en base a productos de la familia de ariloxifenoxi y al 2,4-D, glufosinato de amonio y glifosato, y resistencia a Lepidópteros.",DOW AGROSCIENCES ARGENTINA SRL,MARIA CECILIA ROCA,,
19693,RED CARPET,CEBOLLA,HIBRIDO,Allium cepa L.,HT,2020-11-18,,,NET,,,,BEJO SEMILLAS ARGENTINAS S.A,PETRUS ADRIANUS DEKKER,,
19695,FS95-980,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-11-17,,,TAI,,,,ROQUE LAURIA SEMILLAS S.R.L.,LAURIA SILVIA,,
19696,DAVIDOR,CHALOTA,HIBRIDO,Allium cepa L. var. aggregatum G. don,HT,2020-11-19,,,NET,,,,BEJO SEMILLAS ARGENTINAS S.A,PETRUS ADRIANUS DEKKER,,
19704,IS 775MGRR2,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-27,,,ARG,TR,MON-ØØ6Ø3-6 x MON-ØØ81Ø-6,Tolerancia a Glifosato y Resistencia a Lepidópteros ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,,
19705,ROSTUQUE,FESTUCA ALTA,,Festuca arundinacea Schreber,FO,2021-05-28,,,GE,,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19706,IS 826MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-27,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,GDM ARGENTINA S.A.,BARTOLOME GERARDO LUIS,,
19709,476VT3P,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-27,,,ARG,TR,MON-89Ø34-3 x MON-88Ø17-3,Tolerancia a Glifosato y Resistencia a Lepidópteros y Coleópteros ,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19710,BERLIN,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-09-01,,,ISR,,,,CARACARA SRL,GABRIEL LANDE,,
19711,8122VT3P,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-27,,,ARG,TR,MON-89Ø34-3 x MON-88Ø17-3,Tolerancia a Glifosato y Resistencia a Lepidópteros y Coleópteros ,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19712,SPA 4158,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L.,HT,2020-09-07,,,ARG,,,,SPECIOSA SA,SHAW CARLOS EDUARDO,,
19713,WL 828,ALFALFA,,Medicago sativa L.,FO,2020-10-08,2023-11-10,2043-11-10,ARG,,,,FORAGE GENETICS INTERN. LLC,FORAGE GENETICS ARGENTINA SRL,FORAGE GENETICS INTERNATIONAL LLC,FORAGE GENETICS ARGENTINA SRL 
19715,DAX CL,COLZA-CANOLA,,Brassica napus L.,OL,2021-04-29,,,GE,CL,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19716,SIMPLEX CL,COLZA-CANOLA,,Brassica napus L.,OL,2021-04-29,,,GE,CL,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19717,DUKE,COLZA-CANOLA,,Brassica napus L.,OL,2021-04-29,,,GE,,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19720,MATOK,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-09-01,,,TAI,,,,CARACARA S.R.L.,GABRIEL LANDE,,
19721,CEBRA CL,COLZA-CANOLA,,Brassica napus L.,OL,2020-11-26,,,GE,CL,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19722,CHIP CL,COLZA-CANOLA,,Brassica napus L.,OL,2020-11-26,,,GE,CL,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19723,DRAGO,COLZA-CANOLA,,Brassica napus L.,OL,2020-11-26,,,GE,,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19724,LUMEN,COLZA-CANOLA,,Brassica napus L.,OL,2020-11-26,,,GE,,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19725,BRC0001PV,ARROZ,,Oryza sativa L.,CE,2020-09-23,2020-11-19,2040-11-19,UN3,,,,BASF SE,BASF ARGENTINA SA,BASF S.E.,BASF ARGENTINA S A 
19730,TOKYO,ZANAHORIA,HIBRIDO,Daucus carota L.,HT,2021-02-24,,,NET,,,,BEJO SEMILLAS ARGENTINAS S.A,PETRUS DEKKER,,
19736,CARILO MIEL BMR,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2020-06-23,,,ARG,,,,CRIAD. Y SEM. DON SAUL SAS,ALLO ROBERTO JAVIER,,
19737,NIÁGARA IV,SORGO,FORRAJERO,Sorghum spp,FO,2020-09-03,,,ARG,,,,SEMILLAS BISCAYART S.A.,"BISCAYART, TOMAS",,
19738,LIZARRA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-11-19,,,ISR,,,,HM.CLAUSE ARGENTINA S.A.,BASCUÑAN JULIO,,
19739,TUCAN,RAIGRAS PERENNE,,Lolium perenne L.,FO,2020-10-01,2020-11-18,2040-11-18,ARG,,,,CRIADERO EL CENCERRO S.A.,DUCOS EUGENIO ENRIQUE,CRIADERO EL CENCERRO S.A.,DUCOS EUGENIO ENRIQUE
19740,WA 38,MANZANO,,Malus domestica Borkh,FR,2025-12-10,2021-09-03,2041-09-03,UN3,,,,LOS ALAMOS DE ROSAUER S.A.A.I.I.C.,ROSAUER JUAN MARTIN,Washington State University,LOS ALAMOS DE ROSAUER SOC ANON     AGROP IND INMOB Y COM 
19741,NISSOS,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2021-01-04,,,ISR,,,,HM.CLAUSE ARGENTINA S.A.,BASCUÑAN JULIO,,
19745,TRONUS,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2021-11-30,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19746,FUJI,ZAPALLO/ZAPALLITO INTERESPECIF,HIBRIDO,Cucurbita maxima x Cucurbita moschata,HT,2020-11-18,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19747,AF 15488,CALABAZA,HIBRIDO,Cucurbita moschata Duch.,HT,2020-10-08,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19748,ADELE,ZAPALLITO ALARGADO DE TRONCO,HIBRIDO,Cucurbita pepo L.,HT,2020-11-16,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19749,KAMILEH,ZAPALLITO ALARGADO DE TRONCO,HIBRIDO,Cucurbita pepo L.,HT,2020-10-08,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19762,SAHARA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2020-10-06,,,UN3,,,,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19763,UPOLU,ESPINACA,,Spinacia oleracea L.,HT,2020-10-06,,,UN3,,,,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19764,GUMGANG,PORTAINJERTO DE TOMATE INTERESPECIFICO,HIBRIDO,S.pimpinellifulium x S.habrocaites,HT,2021-04-27,,,UN3,,,,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19765,LF-6760,SANDIA,HIBRIDO,Citrullus lanatus (Thumb.) Matsum. et Nakai,HT,2020-11-26,,,TAI,,,,ROQUE LAURIA SEMILLAS S.R.L.,LAURIA SILVIA,,
19767,2.125,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2020-09-29,,,ARG,,,,GENTOS S.A.,BONORINO JOAQUIN GONZALEZ,,
19768,3190MGRR2,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-27,,,ARG,TR,MON-ØØ6Ø3-6 x MON-ØØ81Ø-6,Tolerancia a Glifosato y Resistencia a Lepidópteros ,ASOCIADOS DON MARIO SA,BARTOLOME GERARDO LUIS,,
19776,QS 73-01,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-09-01,,,ARG,TR,SYN-BTØ11-1,Resistencia a Lepidópteros  ,RUSTICANA S.A.C.I.F.I.,"HYLAND, PEDRO MIGUEL",,
19777,2523 BTRG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-09-01,,,ARG,TR,SYN-BTØ11-1 x MON-ØØØ21-9,Tolerancia a Glifosato y Resistencia a Lepidópteros ,RUSTICANA S.A.C.I.F.I.,"HYLAND, PEDRO MIGUEL",,
19778,2412 RG,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2020-09-01,,,ARG,TR,MON-ØØØ21-9,Tolerancia a Glifosato,RUSTICANA S.A.C.I.F.I.,"HYLAND, PEDRO MIGUEL",,
19780,GSS2577,MAIZ,DULCE,Zea mays L.,HT,2020-11-18,,,NET,,,,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19781,TYSON,MAIZ,DULCE,Zea mays L.,HT,2020-11-18,,,NET,,,,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19782,MISTOL,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2020-11-17,,,NET,,,,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19783,AORTA,PORTAINJERTO DE TOMATE INTERESPECIFICO,HIBRIDO,S. lycopersicum L. x S. habrochaites,HT,2020-11-18,,,NET,,,,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19784,CONFIDARO,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2020-11-17,,,NET,,,,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19786,RA300.1,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2020-08-25,,,ARG,,,,LA RAMADA SRL,MARCO ANTONIO MICOLINI,,
19787,ARGENSOL 074 CL,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-09-28,,,ARG,CL,,,MARANESSI PEDRO JOSE,MARANESSI PEDRO JOSE,,
19789,HIMALAYA,FESTUCA ALTA,,Festuca arundinacea Schreber,FO,2021-07-20,2022-07-07,2042-07-07,ARG,,,,AGROPICK ARGENTINA S.A,FRANZANI RICARDO GUILLERMO,AGROPICK ARGENTINA S.A,FRANZANI RICARDO GUILLERMO
19794,CAMPEIRO,MIJO PERLA,,Pennisetum glaucum L.,FO,2020-10-13,,,BRA,,,,NUSEED S.A,ALEJANDRO FEDERICO CORELLO,,
19796,FOTON BMR,SORGO,FORRAJERO,Sorghum spp,FO,2020-11-17,,,ARG,,,,GENESIS SEEDS S.A,AMICI WALTER,,
19799,2773VT3P,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-09-09,,,ARG,TR,MON-89Ø34-3 x MON-88Ø17-3,Tolerancia a Glifosato y Resistencia a Lepidópteros y Coleópteros ,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19801,SHINCHEONGGANG,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2021-04-27,,,UN3,,,,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19802,RFG22 RE,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-25,,,ARG,TR,MON-ØØ6Ø3-6 x  DAS-4Ø278-9,"Tolerancia a herbicidas a base de 2,4 D y herbicidas de la familia de los ariloxifenoxi, a glufosinato de amonio y a glifosato. Resistencia a Lepidópteros",DOW AGROSCIENCES ARGENTINA SRL,KREFF ENRIQUE DOMINGO,,
19806,LOLIUS,RAIGRAS PERENNE,,Lolium perenne L.,FO,2021-01-22,,,GE,,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19807,STARFIRE,RAIGRAS PERENNE,,Lolium perenne L.,FO,2021-11-24,,,GE,,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19808,BAS 4420,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L.,HT,2020-11-20,,,ARG,,,,SEMILLAS BASSO S.A.C.I.A.I.F.,BASSO LORENA,,
19812,COMPADRE,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2020-11-17,,,UN3,,,,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19813,PATAGONICA INTA,CEBADA CERVECERA,,Hordeum vulgare L. convar. distichon(L.),CE,2021-05-21,2021-05-21,2041-05-21,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA
19814,PAQUIME,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2020-11-17,,,NET,,,,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19815,GUAPO FS,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2020-09-01,,,ARG,,,,CIANCIO ERNESTO GUSTAVO,CIANCIO ERNESTO GUSTAVO,,
19816,GUADIAGRAN,ARROZ,,Oryza sativa L.,CE,2020-10-06,,,SPA,,,,HISPASUR S.A.,ALSINA EMILIO CORNEJO,,
19817,HISPAMAR,ARROZ,,Oryza sativa L.,CE,2020-10-06,,,SPA,,,,HISPASUR S.A.,ALSINA EMILIO CORNEJO,,
19818,FADO,ARROZ,,Oryza sativa L.,CE,2020-10-06,,,SPA,,,,HISPASUR S.A.,ALSINA EMILIO CORNEJO,,
19819,MATILDA,ARROZ,,Oryza sativa L.,CE,2020-10-06,,,SPA,,,,HISPASUR S.A.,ALSINA EMILIO CORNEJO,,
19820,VALIENTE BMR,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2020-09-01,,,ARG,,,,CIANCIO ERNESTO GUSTAVO,CIANCIO ERNESTO GUSTAVO,,
19821,TERRON,ARROZ,,Oryza sativa L.,CE,2020-10-06,,,SPA,,,,HISPASUR S.A.,ALSINA EMILIO CORNEJO,,
19832,HERVIT 153,DURAZNILLO BLANCO,,Solanum glaucophyllum Desf.,CI,,2023-03-09,2043-03-09,SWA,,,,,,HERBONIS AG,BITTEL CRISTIAN DANIEL
19835,BAS 2206,MAIZ,PISINGALLO/REVENTON HIBRIDO,Zea mays L.,HT,2020-11-20,,,ARG,,,,SEMILLAS BASSO S.A.C.I.A.I.F.,BASSO LORENA,,
19836,MEGATEO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-12-22,,,UN3,,,,SEMILLAS EMILIO S.R.L.,KRAMAROVSKY EMILIO,,
19839,NS5023 STS,SOJA,,Glycine max (L.) Merrill,OL,2022-07-12,2023-06-08,2043-06-08,ARG,TR - V,MON-Ø4Ø32-6,Tolerancia a Glifosato,SYNGENTA CROP PROTECTION A.G.,"NOE, GRISELDA",SYNGENTA CROP PROTECTION AG,NOE GRISELDA NATALIA 
19843,AF27743,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-12-22,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19844,PIONERO,GIRASOL CONFITURA,HIBRIDO,Helianthus annuus L.,OL,2020-09-30,,,ARG,,,,ARNALDA DANIEL EDUARDO,ARNALDA DANIEL E.,,
19845,MACKAYLA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-11-17,,,NET,,,,ROQUE LAURIA SEMILLAS S.R.L.,LAURIA SILVIA,,
19846,AMERICANA 5400 BTRR2,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-19,,,ARG,TR,MON-ØØ6Ø3-6 x MON-ØØ81Ø-6,Tolerancia a Glifosato y Resistencia a Lepidópteros ,AGRISEED S.A.,LARRABURU HECTOR JORGE,,
19848,AMERICANA 3850 VT3P,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-19,,,ARG,TR,MON-89Ø34-3 x MON-88Ø17-3,Tolerancia a Glifosato y Resistencia a Lepidópteros y Coleópteros ,AGRISEED S.A.,LARRABURU HECTOR JORGE,,
19849,SYNERGY,COLIFLOR,HIBRIDO,Brassica oleracea L. convar.botrytis  (L,HT,2021-02-12,,,NET,,,,ROQUE LAURIA SEMILLAS S.R.L.,LAURIA SILVIA,,
19854,AMERICANA 3900 RR2,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-19,,,ARG,TR,MON-ØØØ21-9,Tolerancia a Glifosato,AGRISEED S.A.,LARRABURU HECTOR JORGE,,
19855,4735,SOJA,,Glycine max (L.) Merrill,OL,2022-10-28,,,ARG,IV - TR,MON-Ø4Ø32-6,Tolerancia a Glifosato,LIMAGRAIN ARGENTINA SEMILLAS S.A.,"LANNES, PABLO ARIEL",,
19858,SELMA PETE,VID,,Vitis L.,FR,2021-01-28,,,UN3,,,,PRODUCTORA S.A.,ZANETTI MARTIN FEDERICO,,
19859,ADV 8570 T,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-09-11,,,ARG,TR,SYN-BTØ11-1,Resistencia a Lepidópteros  ,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE,,
