numero,cultivar,especie,condicion_genetica,nombre_cientifico,grupo,inscripcion_rnc,inscripcion_rnpc,validez_rnpc,pais,caracteristicas,evento_transgenico,evento_transgenico_caracteristica,solicitante_rnc,representante_rnc,solicitante_rnpc,representante_rnpc
6922,FMX 270,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-08-08,,,UN3,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
6923,44.53 M,VID,,Vitis L.,FR,2001-08-31,,,FRA,,,,VIVERO DE LOS ALTOS,SOLA CRISTOBAL JOSE DOMINGO,,
6924,VAQUERO,CEBOLLA,HIBRIDO,Allium cepa L.,HT,2000-06-13,,,UN3,,,,SEMILLERIA FLORENSA S.A.,"FLORENSA, JORGE HECTOR",,
6932,ULTRA,RAIGRAS PERENNE,,Lolium perenne L.,FO,2000-07-18,,,ARG,,,,ENRIQUE O. DUCOS E HIJOS,DUCOS ENRIQUE OSCAR,,
6933,COUNTRY,RAIGRAS PERENNE,,Lolium perenne L.,FO,2000-07-18,,,ARG,,,,ENRIQUE O. DUCOS E HIJOS,DUCOS ENRIQUE OSCAR,,
6934,EPECUEN,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2000-06-13,,,ARG,,,,SYNGENTA AGRO S.A.,KIEKEBUSCH JUAN FRANCISCO,,
6935,LIMAY,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2000-06-13,,,ARG,,,,SYNGENTA AGRO S.A.,KIEKEBUSCH JUAN FRANCISCO,,
6936,83G66,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2000-06-13,,,UN3,,,,PIONEER ARGENTINA S.R.L.,CHESSA ALBERTO LUIS,,
6937,GH 1887,MAIZ,CHOCLO DULCE HIBRIDO,Zea mays L.,HT,2000-06-13,,,UN3,,,,NOVARTIS ARGENTINA S.A.,GASTALDI ESTEBAN,,
6938,TESEO,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,2000-06-13,,,UN3,,,,NOVARTIS ARGENTINA S.A.,GASTALDI ESTEBAN,,
6939,PLATERO,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2000-06-13,,,UN3,,,,NOVARTIS ARGENTINA S.A.,GASTALDI ESTEBAN,,
6940,FRONTIER GS-46,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-08-08,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6941,TIMBO 8,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-07-13,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6942,TIMBO 4,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-07-13,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6943,TIMBO 6,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-07-13,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6944,TIMBO 10,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-07-13,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6945,PROTON ER 301,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-08-08,,,ARG,,,,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
6946,BORETTANA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2000-06-13,,,ITA,,,,EXPOFRUT S.A.,RESIO CARLOS ALBERTO,,
6949,MONTEPULCIANO,VID,,Vitis L.,FR,2000-06-13,,,ITA,,,,,,,
6952,ALBISOL 2,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-08-08,,,ARG,,,,RIESTRA SEMILLAS S.A.,ALBIZURI LUIS JORGE,,
6953,RIESTRA 2,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2000-07-13,,,ARG,,,,RIESTRA SEMILLAS S.A.,ALBIZURI LUIS JORGE,,
6954,RIESTRA 3,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-07-13,,,ARG,,,,RIESTRA SEMILLAS S.A.,ALBIZURI LUIS JORGE,,
6955,RUBEN PINK,POMELO,,Citrus paradisi Macfad.,FR,2000-06-13,,,ARG,CIS,,,,,,
6956,FIREBRITE,NECTARINO,,Prunus persica (L.) Batsch,FR,2000-06-13,,,UN3,,,,,,,
6957,JULY LADY,DURAZNERO,,Prunus persica (L.) Batsch,FR,2000-06-13,,,UN3,,,,,,,
6958,BURLAT COMPACT,CEREZO,,"Prunus avium(L.)L.,P.cerasus L.",FR,2000-06-13,,,,,,,,,,
6959,LAPINS,CEREZO,,"Prunus avium(L.)L.,P.cerasus L.",FR,2000-06-13,,,CAN,,,,,,,
6960,NEW STAR,CEREZO,,"Prunus avium(L.)L.,P.cerasus L.",FR,2000-06-13,,,CAN,,,,,,,
6961,SUNBURST,CEREZO,,"Prunus avium(L.)L.,P.cerasus L.",FR,2000-06-13,,,CAN,,,,,,,
6962,DK615MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-07-13,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
6963,DK752MG-CL,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-07-13,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
6964,TITANIUM F1 MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-07-13,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
6965,CAMPEON,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-08-08,,,FRA,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
6966,SANGUINE,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2000-07-13,,,FRA,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
6967,GATEADO INTA,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,2001-05-10,,,ARG,,,,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
6968,DELICIAL,RAIGRAS HIBRIDO,,Lolium hybridum,FO,2000-11-02,,,FRA,,,,SOCIETE R.A.G.T.,"CULLEN, TOMAS RAFAEL MARIA",,
6969,MAXIMIZE,FESTUCA ALTA,,Festuca arundinacea Schreber,FO,2001-06-29,,,UN3,,,,"TURF SEED, INC.",COLLAZO JOSE MARIA,,
6972,ACA 2001,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-07-13,,,ARG,,,,CRIADERO DE SEMILLAS HIB. ACA,MARTINEZ CARLOS ALBERTO,,
6973,BLANCO DURO,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2000-08-08,,,UN3,,,,EXPOFRUT S.A.,RESIO CARLOS ALBERTO,,
6974,LONG CHERRY,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-08-08,,,UN3,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
6975,JIMAX,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-08-08,,,UN3,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
6976,GRAN TROPERO,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2000-08-08,,,ARG,,,,SEMILLERA SAN BASILIO FALCO OS,FALCO OSCAR AGUSTIN,,
6977,NUTRIFEED,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2000-07-13,,,ARG,,,,ADVANTA SEMILLAS S.A.I.C.,"LIGUORI, EDUARDO RODOLFO",,
6978,NOVILLERO PLUS,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2000-07-13,,,ARG,,,,ADVANTA SEMILLAS S.A.I.C.,,,
6979,VDH-801 BMR,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2000-07-13,,,ARG,,,,ADVANTA SEMILLAS S.A.I.C.,"LIGUORI, EDUARDO RODOLFO",,
6980,CASTILLO,CEBOLLA,HIBRIDO,Allium cepa L.,HT,2000-08-08,,,NET,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
6985,FRONTIER MF 33,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6986,CRIOLLO,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6987,ARABE,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6988,PURA SANGRE,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6989,POLO,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6990,FRONTIER MF 32,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGROSERVICIOS S.A.,SELA CARLOS,,
6991,YAPA,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2000-08-08,,,ARG,,,,TECNOSORGO S.A.,COLAPRETE DANIEL A.,,
6992,AZABACHE INTA,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,2001-05-10,,,ARG,,,,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
6993,SABI,CEBOLLA,HIBRIDO,Allium cepa L.,HT,2000-05-17,,,ITA,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
6994,SERBO,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2001-05-17,,,ITA,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
6995,GLADSTONE,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2001-05-17,,,NET,,,,GARDE GIUSTI Y CHUCHUY S.A.,"GIUSTI, HUGO RICARDO",,
6996,DON JOSE,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-08-08,,,FRA,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
6997,FILADELFIA,MELON,VARIEDAD,Cucumis melo L.,HT,2000-08-08,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,SEBASTIAN LANGBEHN,,
6998,TIRANO,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2000-08-08,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,SEBASTIAN LANGBEHN,,
6999,KRYPTON,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2000-08-08,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,SEBASTIAN LANGBEHN,,
7000,PEPE,ZAPALLO,HIBRIDO,Cucurbita sp.,HT,2000-08-08,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,SEBASTIAN LANGBEHN,,
7001,X3R MARAVILLA,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2000-08-08,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,SEBASTIAN LANGBEHN,,
7002,PIONEER,CIRUELO JAPONES,,Prunus salicina Lindl.,FR,2001-05-17,,,SOU,,,,TOP FRUIT PTY LTD.,LOS ALAMOS DE ROSAUER S.A/J.E,,
7003,SCORE,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-07-19,,,DEN,,,,DLF - TRIFOLIUM AS SOCIEDAD EXTRANJERA,CARRERAS JUAN JOSE,,
7004,TOVE,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-07-19,,,DEN,,,,DLF - TRIFOLIUM AS SOCIEDAD EXTRANJERA,CARRERAS JUAN JOSE,,
7005,CAPRI,RAIGRAS PERENNE,,Lolium perenne L.,FO,2001-07-19,,,DEN,,,,DLF - TRIFOLIUM AS SOCIEDAD EXTRANJERA,CARRERAS JUAN JOSE,,
7006,TITO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-08-08,,,ARG,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
7008,AGROBEL 967,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-07-13,,,ARG,,,,AGROMANIA S.A.,EINAUDI SERGIO LUIS,,
7009,HELIO 358,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,2000-08-08,,,ARG,,,,HELIANTHUS SRL,LUCIANI NESTOR DOMINGO,,
7010,RUSTLER,MAIZ,CHOCLO DULCE HIBRIDO,Zea mays L.,HT,2000-08-08,,,UN3,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
7011,H 2750 CL,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ARG,,,,GOLDEN HARVEST ARGENTINA SRL,BRINNAND ROBERTO,,
7012,H 2750 MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,GOLDEN HARVEST ARGENTINA SRL,BRINNAND ROBERTO,,
7014,DK722,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7015,LT 630,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7016,DK682MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7017,DK764,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7018,ANTILLAS,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-08-08,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,BRIZUELA FERNANDO MARTIN,,
7019,PARAISO 40,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-08-08,,,ARG,,,,COFCO INTERNATIONAL ARGENTINA S.A.,FIRPO ENRIQUE FRANCISCO,,
7020,ALBACHIARA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2004-02-10,,,ITA,,,,EXPOFRUT S.A.,RESIO CARLOS ALBERTO,,
7022,AGROBEL 2074,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ITA,,,,AGROMANIA S.A.,EINAUDI SERGIO LUIS,,
7023,AGROBEL 3013,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2000-09-26,,,ITA,,,,AGROMANIA S.A.,EINAUDI SERGIO LUIS,,
7024,AGROBEL 2065,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ITA,,,,AGROMANIA S.A.,EINAUDI SERGIO LUIS,,
7025,AGROBEL 2070,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ITA,,,,AGROMANIA S.A.,EINAUDI SERGIO LUIS,,
7027,DAISY,PAPA,VARIEDAD,Solanum tuberosum L.,HT,2006-07-28,,,FRA,,,,GERMICOPA BREEDING S.A.S.,CARLOS ANDRÉS MARTINO,,
7030,BISONTE,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2004-11-22,,,NET,,,,J.JOORDENS'ZAADHANDEL B.V.,"CULLEN, TOMAS RAFAEL MARIA",,
7031,BOXER,RAIGRAS HIBRIDO,,Lolium hybridum,FO,2000-11-02,,,NET,,,,J.JOORDENS'ZAADHANDEL B.V.,"CULLEN, TOMAS RAFAEL MARIA",,
7032,DK 682,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,,,,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7033,DK688MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7034,DK834MG,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2000-08-08,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7035,DK764MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7036,DK722MG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-08-08,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,AGRO BAYER S.R.L.,LOPEZ MONDO EDUARDO,,
7037,DINA 657,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2000-09-26,,,BRA,,,,MYCOYEN S.A.,FONSECA EZEQUIEL ANGEL,,
7038,DINA 766,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2000-09-26,,,BRA,,,,MYCOYEN S.A.,FONSECA EZEQUIEL ANGEL,,
7039,M10.IMI,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ARG,,,,MYCOYEN S.A.,FONSECA EZEQUIEL ANGEL,,
7041,GREEN SUPREMO,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2000-11-02,,,ARG,,,,DON PEDRO SEMILLAS,PAESANI RUBEN DARIO,,
7042,TALISMAN,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2000-11-02,,,ARG,,,,DON PEDRO SEMILLAS,PAESANI RUBEN DARIO,,
7043,OLIMPICO,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2000-09-26,,,FRA,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
7045,HELIO 251,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-08-08,,,ARG,,,,HELIANTHUS SRL,LUCIANI NESTOR DOMINGO,,
7046,AX889,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ARG,,,,COFCO INTERNATIONAL ARGENTINA S.A.,FIRPO ENRIQUE FRANCISCO,,
7047,AX934,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ARG,,,,COFCO INTERNATIONAL ARGENTINA S.A.,FIRPO ENRIQUE FRANCISCO,,
7048,WAC 715,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2000-09-26,,,UN3,,,,HIBRIDOS WAC S.A.,PEDRAZA EDMUNDO HUGO,,
7049,SPINNAKER,ESPINACA,,Spinacia oleracea L.,HT,2000-09-26,,,NET,,,,PRODUCTOS MAINUMBI S.A.,MULCAHY NICOLAS,,
7050,NEGRO AMARO,VID,,Vitis L.,FR,2001-09-21,,,ITA,,,,LA AGRICOLA S.A,FERNANDO A. MURIAS,,
7051,MALVASIA NERA,VID,,Vitis L.,FR,2001-09-21,,,ITA,,,,LA AGRICOLA S.A,FERNANDO A. MURIAS,,
7061,KAISER CL,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ARG,,,,SURSEM SA,CARAMANGIU PABLO MUGURAS,,
7062,PORTOS,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2000-09-26,,,ARG,,,,SURSEM SA,CARAMANGIU PABLO MUGURAS,,
7063,SIGMA,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-09-26,,,ARG,,,,LIMAGRAIN ARGENTINA SEMILLAS S.A.,CARAMANGIU PABLO MUGURAS,,
7064,HD-93,MELON,HIBRIDO,Cucumis melo L.,HT,2000-11-02,,,JAP,,,,TSUKASA SHOJI S.R.L.,TOSHIHIKO SATO,,
7065,CHOROI,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-09-26,,,ARG,,,,SOUTH SEED S.A.,PAIVA MARCELO,,
7067,ATHENA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-09-26,,,FRA,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
7068,VDH 485,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-09-26,,,ARG,,,,ADVANTA SEMILLAS S.A.I.C.,"LIGUORI, EDUARDO RODOLFO",,
7069,BUSTER PLUS,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2001-07-31,,,ARG,,,,ADVANTA SEMILLAS S.A.I.C.,"LIGUORI, EDUARDO RODOLFO",,
7070,VDH-203,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,2001-07-31,,,ARG,,,,ADVANTA SEMILLAS S.A.I.C.,"LIGUORI, EDUARDO RODOLFO",,
7071,QUELU,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2000-09-26,,,ARG,,,,ADVANTA SEMILLAS S.A.I.C.,LIGUORI RODOLFO EDUARDO,,
7072,PROTON R 302,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2000-09-26,,,ARG,,,,INST. NAC. TEC. AGROPECUARIA,RAGONESE MARIA ELENA,,
7074,R.K. 95-182,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2001-11-29,,,UN3,,,,BOIERO ELMO Y OTROS S.H,BOIERO DOMINGO JUAN,,
7075,AMARILLO Nº 59,MELON,HIBRIDO,Cucumis melo L.,HT,2000-11-02,,,JAP,,,,TSUKASA SHOJI S.R.L.,TOSHIHIKO SATO,,
7076,REAL,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2000-09-26,,,ARG,,,,CERES AGROPECUARIA S.A.,CARLOS EMILIO FOURNIER,,
7077,"MUSCAT DE FRONTIGNAN, M BLANCO",VID,,Vitis L.,FR,2000-09-26,,,ITA,,,,,,,
7078,MOSCATEL DE ALEJANDRIA,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7079,RIESLING,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7080,NIAGARA,VID,,Vitis L.,FR,2000-09-26,,,UN3,,,,,,,
7081,PINOT GRIS,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7082,PINOT BLANC,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7083,MUSCAT DE HAMBOURG,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7084,VERMENTINO,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7085,MOURVEDRE,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7086,BOURBOULENC,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7087,CARIGNAN,VID,,Vitis L.,FR,2000-09-26,,,SPA,,,,,,,
7088,GRENACHE,VID,,Vitis L.,FR,2000-09-26,,,SPA,,,,,,,
7089,MARSSANE,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7090,GAMAY,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7091,SUPERIOR SEEDLESS O SUGRAONE,VID,,Vitis L.,FR,2000-09-26,,,CHI,,,,,,,
7092,RUBY SEEDLESS (KING RUBY),VID,,Vitis L.,FR,2000-09-26,,,CHI,,,,,,,
7093,PERLETTE,VID,,Vitis L.,FR,2000-09-26,,,CHI,,,,,,,
7094,196-17 CASTEL,VID,,Vitis L.,FR,2000-09-26,,,,,,,,,,
7095,161-49 COUDERC,VID,,Vitis L.,FR,2000-09-26,,,UN3,,,,,,,
7096,99 RICHTER,VID,,Vitis L.,FR,2000-09-26,,,UN3,,,,,,,
7097,MALVASIA DE CHIANTI,VID,,Vitis L.,FR,2000-09-26,,,GR1,,,,,,,
7098,RIBOLLA,VID,,Vitis L.,FR,2000-09-26,,,ITA,,,,,,,
7099,INZOLIA O ANSONICO,VID,,Vitis L.,FR,2000-09-26,,,ITA,,,,,,,
7100,VERDICCHIO,VID,,Vitis L.,FR,2000-09-26,,,ITA,,,,,,,
7101,NEBBIOLO,VID,,Vitis L.,FR,2000-09-26,,,ITA,,,,,,,
7102,ZINFANDEL O PRIMITIVO DI GIOIA,VID,,Vitis L.,FR,2000-09-26,,,ITA,,,,,,,
7103,AGLIANICO,VID,,Vitis L.,FR,2000-09-26,,,ITA,,,,,,,
7108,FORTIN COLON,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2000-11-02,,,ARG,,,,PEDRO JOSE MARANESSI,PEDRO JOSE MARANESSI,,
7109,DRD 8115,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,NET,,,,SEMILLERIA FLORENSA S.A.,"FLORENSA, JORGE HECTOR",,
7110,BARBERA,VID,,Vitis L.,FR,2000-09-26,,,ITA,,,,,,,
7111,PEDRO GIMENEZ,VID,,Vitis L.,FR,2000-09-26,,,,,,,,,,
7112,LAMBRUSCO MAESTRI,VID,,Vitis L.,FR,2000-09-26,,,ITA,,,,,,,
7113,FRENCH COLOMBARD,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7114,CRIMSON SEEDLESS,VID,,Vitis L.,FR,2000-09-26,,,UN3,,,,,,,
7115,RUBIRED,VID,,Vitis L.,FR,2000-09-26,,,UN3,,,,,,,
7116,HARMONY,VID,,Vitis L.,FR,2000-09-26,,,UN3,,,,,,,
7117,EMERALD RIESLING,VID,,Vitis L.,FR,2000-09-26,,,UN3,,,,,,,
7124,QUEST,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,NET,,,,SEMILLERIA FLORENSA S.A.,"FLORENSA, JORGE HECTOR",,
7126,CLARENCE,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,NET,,,,SEMILLERIA FLORENSA S.A.,"FLORENSA, JORGE HECTOR",,
7127,ALICANTE H.BOUSCHET O TINTOR.,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7128,RUTILLA,VID,,Vitis L.,FR,2000-09-26,,,ARG,,,,,,,
7129,GRAND NOIR,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7130,RIBOL,VID,,Vitis L.,FR,2000-09-26,,,FRA,,,,,,,
7133,MALIBU,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,2000-11-02,,,UN3,,,,LAGRA S.A.,RAFFO GABRIEL ALBERTO,,
7134,ALBISOL 3,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2001-05-18,,,ARG,,,,RIESTRA SEMILLAS S.A.,ALBIZURI LUIS JORGE,,
7135,ALBISOL 4,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2001-05-18,,,ARG,,,,RIESTRA SEMILLAS S.A.,ALBIZURI LUIS JORGE,,
7136,FLORIDA 91,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
7137,FRANCO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2000-11-02,,,UN3,,,,SEMILLAS SEMINIS SUDAMERICA,LANGBEHN SEBASTIAN,,
